               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 475,            0.012025,           0.0065794,           0.0011569,             0.99911,                   1,               0.995,             0.93716,           0.0042941,           0.0016575,          7.5734e-06,           0.0006148,           0.0006148,           0.0006148
                 476,            0.013074,           0.0065488,           0.0027151,             0.99922,                   1,               0.995,             0.93039,           0.0044205,           0.0016686,          7.3825e-06,            0.000595,            0.000595,            0.000595
                 477,            0.011401,           0.0062029,          0.00051733,             0.99926,                   1,               0.995,              0.9301,           0.0044141,           0.0016712,          7.4566e-06,           0.0005752,           0.0005752,           0.0005752
                 478,            0.011493,            0.006307,          0.00054852,             0.99921,                   1,               0.995,             0.93152,            0.004374,           0.0016746,          7.2088e-06,           0.0005554,           0.0005554,           0.0005554
                 479,             0.01167,           0.0067224,          0.00068179,             0.99916,                   1,               0.995,             0.93134,           0.0042992,           0.0016885,           7.292e-06,           0.0005356,           0.0005356,           0.0005356
                 480,            0.011827,           0.0071433,          0.00061646,             0.99906,                   1,               0.995,             0.93217,           0.0043656,           0.0016756,          7.3743e-06,           0.0005158,           0.0005158,           0.0005158
                 481,            0.012354,           0.0061656,          0.00066857,             0.99904,                   1,               0.995,             0.93281,           0.0043851,           0.0016665,          7.2639e-06,            0.000496,            0.000496,            0.000496
                 482,            0.011921,           0.0065862,           0.0010173,             0.99898,                   1,               0.995,             0.93203,           0.0044638,           0.0016562,           6.637e-06,           0.0004762,           0.0004762,           0.0004762
                 483,            0.014218,           0.0066832,           0.0019408,             0.99899,                   1,               0.995,             0.93437,           0.0043632,           0.0016444,          6.3999e-06,           0.0004564,           0.0004564,           0.0004564
                 484,            0.011587,           0.0061446,          0.00069532,             0.99903,                   1,               0.995,             0.93427,           0.0043596,           0.0016387,          6.1765e-06,           0.0004366,           0.0004366,           0.0004366
                 485,            0.012424,           0.0065508,           0.0010157,             0.99898,                   1,               0.995,             0.93703,           0.0043336,           0.0016349,          5.8906e-06,           0.0004168,           0.0004168,           0.0004168
                 486,            0.013058,           0.0066371,            0.001556,               0.999,                   1,               0.995,             0.93884,           0.0043332,           0.0016334,          5.8345e-06,            0.000397,            0.000397,            0.000397
                 487,            0.012438,           0.0068013,           0.0016542,             0.99903,                   1,               0.995,             0.94146,           0.0043311,           0.0016336,           5.963e-06,           0.0003772,           0.0003772,           0.0003772
                 488,            0.012111,           0.0067278,            0.003598,             0.99908,                   1,               0.995,             0.94158,           0.0043416,           0.0016368,          5.9105e-06,           0.0003574,           0.0003574,           0.0003574
                 489,             0.01263,           0.0062393,          0.00076443,              0.9991,                   1,               0.995,             0.94138,           0.0043152,           0.0016385,          6.9382e-06,           0.0003376,           0.0003376,           0.0003376
                 490,             0.01236,           0.0063906,          0.00064017,              0.9991,                   1,               0.995,             0.94105,           0.0042599,            0.001646,          5.7594e-06,           0.0003178,           0.0003178,           0.0003178
                 491,            0.010825,           0.0058072,           0.0005831,             0.99917,                   1,               0.995,             0.93453,           0.0041879,           0.0016533,          5.8282e-06,            0.000298,            0.000298,            0.000298
                 492,            0.013576,            0.006831,           0.0012797,             0.99916,                   1,               0.995,             0.93736,           0.0041725,           0.0016439,           5.421e-06,           0.0002782,           0.0002782,           0.0002782
                 493,            0.011812,           0.0066878,           0.0014992,             0.99911,                   1,               0.995,             0.93587,            0.004234,           0.0016362,          5.3107e-06,           0.0002584,           0.0002584,           0.0002584
                 494,            0.011299,           0.0062429,           0.0020082,             0.99911,                   1,               0.995,             0.93606,           0.0042951,           0.0016322,          5.4437e-06,           0.0002386,           0.0002386,           0.0002386
                 495,            0.011222,           0.0063473,          0.00068282,             0.99912,                   1,               0.995,             0.93572,           0.0042853,            0.001635,          5.4419e-06,           0.0002188,           0.0002188,           0.0002188
                 496,            0.011674,           0.0065652,           0.0025594,             0.99914,                   1,               0.995,             0.93421,           0.0042621,           0.0016329,          5.7142e-06,            0.000199,            0.000199,            0.000199
                 497,            0.011586,           0.0067875,          0.00090271,             0.99915,                   1,               0.995,             0.93448,           0.0042429,           0.0016321,          5.5368e-06,           0.0001792,           0.0001792,           0.0001792
                 498,            0.010487,           0.0061946,          0.00064428,             0.99918,                   1,               0.995,             0.93454,           0.0042076,           0.0016305,          5.4437e-06,           0.0001594,           0.0001594,           0.0001594
                 499,            0.012093,           0.0066001,          0.00080677,             0.99919,                   1,               0.995,             0.93625,           0.0041828,             0.00163,           5.232e-06,           0.0001396,           0.0001396,           0.0001396
